serial,property,apartment,fwVer,fwVerTi,gain,up_ppk,dn_ppk,qual,tnormStddev
70260268,Aurora MHC,252,16185,314,30,780,783,100,172
75362036,Hydetown Mobile Estates,1,17037,344,26,780,769,100,28
72719679,Tuttle Estates MHC,2,17037,344,41,780,788,100,86
75372449,Roosevelt MHC,23,16185,314,40,780,822,100,124
75369098,Shady Lane MHP,5013 Spruce Lane,17037,344,26,780,774,100,47
72381427,Holly Tree MHP,49,16185,314,30,779,789,100,36
79466544,Lakeview MHC,7,16185,314,25,779,807,100,75
77056630,The Oaks MHC,31,16131,296,35,778,783,100,181
72390238,Ponderosa MHC,29,17037,344,38,778,814,100,150
72388968,Chickadee Lane MHC,802-CHICKADEE,16185,314,30,778,772,100,43
75364172,Shelby's Trailer Park,LOT39,16131,296,25,778,788,100,40
70272826,Country Squire MHC,41,16185,314,30,778,765,100,50
79460620,The O in La Marque,2,16185,314,30,777,783,100,58
75374536,Kay Lou MHC,2616-M,16131,296,25,777,824,100,25
77061580,PW2,5199JOHN,16185,314,35,776,774,100,87
72714969,Parker MHC,3,16185,314,30,776,774,100,179
70261209,Ontario Place MHC,136,16185,314,35,776,778,100,41
77052233,Maple Run MHC,137,16131,296,20,776,788,100,127
70269434,Rustic Acres MHC,16,17037,344,47,775,825,100,148
72384108,La Comunidad MHC,46,16185,314,50,775,804,100,185
72715057,Spruce Valley Condominiums,412,16185,314,35,774,785,100,77
79460661,The O in La Marque,7,17037,344,26,774,795,100,39
70272412,Parker MHC,32,16185,314,35,774,861,100,69
72716857,Wildwood Village MHC,12,16185,314,40,774,779,100,90
75362689,Big Country Mobile Home & RV Park,3508-B,16185,314,30,774,779,100,46
70258882,Westview Mobile Estates MHC,101,17037,344,44,773,740,100,182
75374072,Oak Forest Estate MHC,5,17037,344,26,773,760,100,81
72380700,Virginia Beach,44,17037,344,32,773,735,100,79
72383522,Parkway MHC,23,17032,344,26,772,756,100,25
77061432,Carolina Springs MHP,CSP106-390-RIDGELINECT-1OF2,16131,296,55,772,820,100,376
72382649,Ponderosa MHC,26,17037,344,47,772,744,100,199
79461727,The O in La Marque,10,16185,314,40,772,775,100,82
70267792,Chickadee Lane MHC,819T,16185,314,40,772,757,100,148
75363554,Oak Forest Estate MHC,15,17037,344,41,772,729,100,2156
72717145,Piney Park,14B,16185,314,25,771,796,100,62
70264492,Aurora MHC,185,16131,296,35,771,759,100,69
70266257,Ontario Place MHC,32,16185,314,40,771,773,100,128
72722954,Wildwood Estates MHC,4,17037,344,32,771,777,100,55
72389495,Stafford MHC,529,16131,296,35,770,764,100,59
72392796,Holly Tree MHP,72,16185,314,25,770,772,100,27
79462493,Heritage Apartments,A4,16131,296,35,770,784,100,109
75360667,Parkway MHC,40,17032,344,41,770,775,100,143
79454599,Broadway MHP DesMoines,15,17037,344,35,770,777,100,37
72384611,Virginia Beach,161,17037,344,29,770,781,100,39
72378167,Virginia Beach,72,17037,344,38,770,770,100,95
70273592,Kay Lou MHC,2623-M,16131,296,25,769,761,100,42
72384660,Ontario Place MHC,38,16185,314,40,769,748,100,77
72724273,Hillview MHC,26,17037,344,32,769,768,100,69
75361715,Oswego MHP,LOT08,16185,314,45,769,810,100,128
72391608,Backwater MHC,18,17032,344,29,769,756,100,34
72721162,Parker MHC,26,16185,314,40,769,814,100,1748
72718325,Wildwood Estates MHC,45,16185,314,30,769,783,100,58
72387960,La Comunidad MHC,36,16185,314,35,768,823,100,82
72722269,Kay Bee Mobile Villa MHP,60,16185,314,55,768,760,100,299
72716501,Rusk MHC,35,17037,344,41,768,745,100,74
75369577,Broken Arrow MHP,6106-198TH-ST (wrong),16131,296,30,768,762,100,110
75365526,Stafford MHC,374,17037,344,38,768,780,100,80
70269525,Virginia Beach,115,17037,344,32,768,770,100,43
72719539,Highlands MHC,4A,16185,314,25,767,766,100,45
79463475,Paola MHC,9,16185,314,35,767,769,100,95
72718903,Wildwood Estates MHC,11,16185,314,40,767,724,100,50
75369635,Heritage Apartments,D2,16131,296,40,767,783,100,115
70260201,Maple Run MHC,19,362,209,18,766,831,100,
70273444,PW2,5215JUSTIN,16185,314,25,766,804,100,41
72380882,Kingsbrook MHC,770FA,16131,296,30,766,754,100,67
70269541,Ponderosa MHC,A,17037,344,29,766,742,100,37
72383050,Virginia Beach,90,17037,344,35,766,773,100,48
70261514,La Comunidad MHC,20B,16185,314,25,766,713,100,32
72384264,La Comunidad MHC,143,16185,314,25,766,781,100,55
72380353,La Comunidad MHC,95,16185,314,25,766,794,100,53
72719323,Wildwood Estates MHC,14,16185,314,35,766,777,100,127
70272016,Wildwood Estates MHC,8A,16185,314,45,766,768,100,85
70271729,Riverview Apartments MF,3,17037,344,29,766,781,100,23
72716295,8 OnElaine,2318-1102,16185,314,35,766,759,100,78
70273022,La Comunidad MHC,23,16185,314,30,766,776,100,180
70269046,Carolina Springs MHP,CSP82-1736-GILMOREST,16131,296,20,766,781,100,52
79454169,Stafford MHC,406,16185,314,35,766,786,100,64
70262959,Virginia Beach,12,17037,344,29,766,782,100,28
70267339,Kingsbrook MHC,101AB,16131,296,55,765,785,100,177
72388562,Virginia Beach,235,17037,344,26,765,778,100,38
79454250,Grand Valley Estates MHC,13-WOODLYNVALLEY-DR,17037,344,26,765,798,100,66
79465736,Virginia Beach,4,17037,344,26,765,844,100,36
72390501,Virginia Beach,184,17037,344,44,764,821,100,120
70265119,Kingsbrook MHC,785SU,16131,296,35,764,765,100,46
72378902,Mountaineer Village MHC,34,16131,296,35,764,771,100,58
72716337,Riverview Apartments MF,APT19,17037,344,26,764,738,100,39
72378910,Ontario Place MHC,55,16185,314,40,763,763,100,80
70272107,La Comunidad MHC,138,16185,314,30,763,781,100,72
75368959,Virginia Beach,128,17037,344,26,763,788,100,45
65824149,Oaklawn Park HOA,3537SOC,16185,314,30,762,776,100,77
72724455,Piney Park,18,16185,314,25,762,687,100,115
65822721,Ponderosa MHC,49,17037,344,26,762,754,100,567
70271943,La Comunidad MHC,144,16185,314,25,762,755,100,117
75363950,Shelby's Trailer Park,LOT14,16131,296,30,762,725,100,100
72721691,Riverview Apartments MF,12 filter poor isolation,17037,344,26,762,768,100,58
79465918,Put In Bay Condos,111-211,16185,314,30,762,773,100,140
72392739,Chickadee Lane MHC,812-CHICKADEE,16185,314,30,761,769,100,50
72383399,Virginia Beach,136,17037,344,29,761,761,100,44
77041673,Canada,LVA16,16185,314,40,760,772,100,66
70264070,Ontario Place MHC,75,16185,314,30,760,763,100,46
72386285,La Comunidad MHC,93,16185,314,50,760,810,100,1008
75368454,Oswego MHP,LOT05,16185,314,30,760,763,100,84
75368470,Ibiza Village,15,17037,344,53,760,785,100,208
77059873,Alta Vista MHC,10,16185,314,55,759,665,100,306
75360626,Noble Estates MHC,551,16185,314,30,759,751,100,85
72382284,Parkview MHP,5,16130,296,35,759,767,100,45
72714001,Wildwood Village MHC,28,16185,314,30,759,789,100,48
79460612,Kingsbrook MHC,783OA,16185,314,30,759,689,100,41
75362747,Oswego MHP,LOT02,16185,314,50,759,755,100,220
65828033,Minot Gardens MHC,94,17037,344,26,759,764,100,34
75368801,Southern Cross MHC,12,16185,314,25,758,743,100,27
79466569,The O in La Marque,11,16185,314,30,758,754,100,32
72715396,Azulejo,903,16131,296,35,757,753,100,91
72716238,Spruce Valley Condominiums,410,16185,314,40,757,740,100,110
72721816,Parker MHC,30,16131,296,25,757,760,100,55
70260565,Whispering Pines Mobile Estates,210,16131,296,25,757,760,100,30
75365906,Virginia Beach,78,17037,344,26,757,759,100,96
65828918,Oak Forest Estate MHC,9,17037,344,41,756,741,100,100
72383266,Pace East,12,16131,296,35,756,775,100,49
75374148,Mill Creek Estates,312L,16131,296,35,756,724,100,70
72390063,Virginia Beach,120,17037,344,44,756,759,100,113
77057729,Alta Vista MHC,12,16185,314,40,755,763,100,110
70269764,La Comunidad MHC,22A,16185,314,40,755,765,100,86
75361954,Roosevelt MHC,L,16131,296,25,755,755,100,30
75373884,Estancia MHP,47,16128,295,35,755,769,100,42
75365534,Broadway MHP DesMoines,21,17037,344,32,755,774,100,48
72382680,Virginia Beach,218,17037,344,26,755,750,100,63
65824594,Sky Run,24,16131,296,20,754,751,100,20
72386178,Stafford MHC,139,16185,314,35,754,777,100,72
72385790,Canada,LVA19,16161,296,35,754,785,100,69
72716824,Parker MHC,37,16185,314,50,754,783,100,187
65827787,Oakwood MHP,110,16185,314,25,753,740,100,61
70269640,Piney Park,10,16185,314,30,753,707,100,322
70258924,Coleman Village,185,16185,314,35,753,739,100,80
75374908,Grand Valley Estates MHC,18-STONEVALLEY-DR,17037,344,32,753,783,100,176
72383415,Virginia Beach,55,17037,344,29,753,739,100,36
70269491,Country Squire MHC,52B,16185,314,35,752,750,100,60
70266364,Dorr Drive MHP,9,16185,314,25,752,756,100,34
72391699,Rusk MHC,12,17037,344,32,752,742,100,54
70265457,La Comunidad MHC,125,16185,314,30,752,811,100,54
72719554,Big Country Mobile Home & RV Park,3604-B,17037,344,26,752,752,100,128
75372720,Oakwood MHP,19,16185,314,30,751,717,100,440
75370534,Big Country Mobile Home & RV Park,3510-C,16130,296,35,751,754,100,63
72723572,Oak Forest Estate MHC,24,17037,344,32,751,770,100,53
75361459,Haven MHP,8,16131,296,35,751,755,100,150
79461289,Kay Bee Mobile Villa MHP,56,16131,296,25,750,734,100,36
70270705,Kingsbrook MHC,675EL,16131,296,30,750,788,100,55
70265804,Westview Mobile Estates MHC,20,16185,314,35,750,747,100,174
75364222,Hydetown Mobile Estates,28,16185,314,25,750,747,100,24
70268667,Backwater MHC,5,17037,344,41,750,761,100,137
72717004,Eastwood Hills MHC,EH53,16185,314,40,750,787,100,104
75362671,Roosevelt MHC,9,16185,314,40,750,744,100,76
68618733,La Comunidad MHC,75,16185,314,35,749,763,100,83
70258999,La Comunidad MHC,88,16185,314,40,749,765,100,65
72714985,Riverview Apartments MF,11,17037,344,29,749,783,100,35
70263114,Aurora MHC,239,16131,296,20,748,758,100,37
70269343,Backwater MHC,28,17032,344,38,748,747,100,73
72720040,Eastwood Hills MHC,EH35,16185,314,35,748,725,100,62
65822127,The Oaks MHC,11 Oaks,16131,296,35,747,762,100,82
77059444,Piney Park,5,16185,314,30,747,775,100,233
72718531,Kay Bee Mobile Villa MHP,29,16131,296,40,747,748,100,106
75364867,Grand Valley Estates MHC,20-AMOSVALLEY-DR,17037,344,26,747,752,100,85
65829981,Estancia MHP,119,16128,295,45,746,745,100,107
77056291,Aurora MHC,255,16131,296,35,746,764,100,85
72392465,Stafford MHC,515,16128,295,40,746,737,100,136
72387911,Stafford MHC,521,16185,314,40,746,781,100,2174
79465991,Heritage Apartments,C1,16185,314,35,746,745,100,113
72386640,Virginia Beach,149,17037,344,32,746,760,100,36
65823034,Alta Vista MHC,16,16185,314,30,745,748,100,51
70265077,Coleman Village,143,16185,314,20,745,771,100,91
75374742,Kay Lou MHC,2628-I,16131,296,50,745,742,100,148
77055251,Canada,LVJ12,17037,344,44,745,751,100,180
79455158,Grand Valley Estates MHC,5-SONOMAVALLEY-DR,17037,344,38,745,713,100,57
70264047,Piney Park,68,17037,344,47,744,760,100,191
72718226,Spruce Valley Condominiums,408,16185,314,40,744,737,100,288
75362093,Roosevelt MHC,108,16185,314,35,744,747,100,75
75365468,Stafford MHC,333,16185,314,35,744,756,100,77
72724513,Hillview MHC,15,16185,314,40,743,803,100,111
72392648,Stafford MHC,278,16185,314,20,743,713,100,28
72718135,Eastwood Hills MHC,TR310,16185,314,40,743,765,100,71
75371474,Roosevelt MHC,31,16131,296,40,743,758,100,100
79465843,Grand Valley Estates MHC,5-IMPERIALVALLEY-DR,17037,344,26,743,768,100,47
77061531,Alta Vista MHC,11,16185,314,40,741,755,100,123
72392572,Stafford MHC,309,16131,296,40,741,739,100,61
70270499,La Comunidad MHC,123,16185,314,45,741,719,100,148
65831805,La Comunidad MHC,120,16185,314,40,740,736,100,78
65822390,Eastwood Hills MHC,TR319,16185,314,45,740,755,100,127
75374221,Shelby's Trailer Park,LOT17,16131,296,35,740,718,100,118
72383225,Stafford MHC,159,17037,344,38,740,757,100,238
72381005,Ponderosa MHC,32,17037,344,32,740,740,100,255
65831383,Forest at Sherman MHC,96,17037,344,44,739,783,100,98
72386947,La Comunidad MHC,97,16185,314,55,738,751,100,427
72386780,Holly Tree MHP,15,16185,314,25,737,775,100,54
70265531,Chickadee Lane MHC,811T,16185,314,25,737,741,100,35
72379660,La Comunidad MHC,106,16185,314,35,737,746,100,55
72378878,Backwater MHC,3,17037,344,44,737,738,100,175
72383993,La Comunidad MHC,91,16185,314,45,737,730,100,132
75373660,Noble Estates MHC,540,17037,344,38,737,848,100,91
72384959,Rustic Acres MHC,32,17037,344,32,736,724,100,85
72381526,Stafford MHC,512,16185,314,40,736,729,100,78
65830294,Aurora MHC,125,16131,296,30,736,805,100,45
72722699,Hillview MHC,10,16185,314,45,736,742,100,103
72718101,Wildwood Estates MHC,22,17037,344,35,736,754,100,69
72721949,Kay Bee Mobile Villa MHP,69,16131,296,50,736,732,100,360
75364438,Forest at Sherman MHC,53,16185,314,35,736,727,100,90
72385436,Crystal Acres MHC,38,17032,344,32,735,761,100,49
75366219,Grand Valley Estates MHC,23-IMPERIALVALLEY-DR,17037,344,26,735,754,100,81
77061879,Alta Vista MHC,41,16185,314,30,734,770,100,53
70264880,Oak Forest Estate MHC,2,17037,344,35,734,701,100,45
70267446,La Comunidad MHC,19,16185,314,25,734,740,66,5296
79459200,Oswego MHP,LOT19,17037,344,35,734,731,100,64
72714415,Estancia MHP,98,17037,344,35,734,743,100,80
70268964,Crystal Acres MHC,42A,17032,344,35,733,726,100,65
72724489,Wildwood Estates MHC,34,16185,314,35,733,747,100,54
72722376,Kay Bee Mobile Villa MHP,51,16131,296,45,733,749,100,148
75365237,Noble Estates MHC,553,16130,296,30,733,726,100,34
72382755,Virginia Beach,21,17037,344,35,733,734,100,55
77059972,Westview Mobile Estates MHC,213,16185,314,25,732,744,100,86
72392168,Ponderosa MHC,62,17037,344,26,732,742,100,218
70269558,La Comunidad MHC,129,16185,314,25,732,740,100,74
72389305,Whispering Pines Mobile Estates,113,16131,296,25,732,782,100,49
77058727,Holly Tree MHP,11,16185,314,25,731,757,100,35
72383506,Virginia Beach,46,17037,344,32,731,748,100,35
77029496,Canada,F8TC,16185,314,30,730,736,100,68
75371250,Highlands MHC,14A,17037,344,32,730,770,100,71
72717160,Wildwood Village MHC,24,16185,314,35,730,744,100,66
70265549,La Comunidad MHC,20A,16185,314,40,729,735,100,410
75364651,Pleasant Acres,3,16131,296,25,729,721,100,36
72383662,Virginia Beach,130,17037,344,32,729,745,100,43
65828645,The Oaks MHC,38,16131,296,35,728,701,100,55
75364842,Lake Charles Duplexes,871B,17037,344,47,728,714,100,136
70267271,PW2,3358DONNA,16185,314,30,727,690,100,78
70262710,Stafford MHC,326,16185,314,40,727,737,100,102
75366847,Estancia MHP,137,17037,344,35,727,712,100,49
75361376,Midtown MHP,10,16185,314,25,727,707,100,43
72722384,Wildwood Village MHC,2,16185,314,30,727,716,100,58
70259153,Oak Forest Estate MHC,27,17037,344,35,726,692,100,139
65829700,Holly Tree MHP,70,16185,314,20,726,718,100,129
79455281,The O in La Marque,18,16185,314,30,726,733,100,29
75370740,Grand Valley Estates MHC,21-AMOSVALLEY-DR,17037,344,26,726,720,100,66
72386541,Virginia Beach,240,17037,344,35,726,736,100,67
72381807,PW2,3123CINDY,16185,314,40,726,736,100,96
65828165,The Oaks MHC,9,16131,296,30,725,710,100,130
70270945,Kingsbrook MHC,402DO,16131,296,25,725,733,100,97
72379249,Rustic Acres MHC,33,16185,314,35,725,700,100,94
72378316,La Comunidad MHC,151,16185,314,40,725,719,100,83
75369478,Oaklawn Park HOA,3514SOC,16185,314,25,725,744,100,61
75372746,Oaklawn Park HOA,3541SOC,16185,314,30,725,748,100,102
72383159,Virginia Beach,68,17037,344,32,725,728,100,86
70266265,La Comunidad MHC,76,16185,314,25,724,721,100,78
72392929,Parkview MHP,17,17037,344,35,724,714,100,87
70265994,La Comunidad MHC,74,16185,314,50,724,713,100,211
75364479,Roosevelt MHC,136,16131,296,40,724,738,100,99
72722996,Estancia MHP,92,17037,344,26,724,720,100,47
72389990,Virginia Beach,221,17037,344,35,724,720,100,43
65822630,Forest at Sherman MHC,63,16185,314,40,723,717,100,95
65826219,PW2,5196JASON,16185,314,30,723,740,100,41
70273006,La Comunidad MHC,85,16185,314,25,723,701,100,3433
79453898,Grand Valley Estates MHC,4-AMOSVALLEY-DR,17037,344,26,723,702,100,1431
77041665,Kingsbrook MHC,733AS,16131,296,20,722,740,100,36
75370708,Big Country Mobile Home & RV Park,3510-E,16185,314,30,722,738,100,75
70260391,Parkview MHP,D74,16185,314,40,722,723,100,101
75365682,Alta Vista MHC,35,17037,344,26,722,725,100,25
70269236,La Comunidad MHC,51,16185,314,25,721,708,100,80
79454920,Oswego MHP,LOT11,17037,344,26,720,758,100,107
79465496,Paola MHC,24,17037,344,26,720,720,100,50
75370567,Cactus Flower,6,16185,314,35,720,709,100,83
70264583,Ontario Place MHC,3,17037,344,29,720,713,100,58
75373264,Wildwood Estates MHC,51,17037,344,32,720,756,100,69
72723754,CJ,126,16131,296,45,720,755,100,95
77059907,Deer Lake MHC,1,16185,314,25,719,718,100,48
77059980,Kingsbrook MHC,767SU,16131,296,25,719,720,100,71
70266679,Aurora MHC,226,16131,296,25,718,716,100,43
75360527,Roosevelt MHC,10,16131,296,30,718,736,100,45
75371680,Big Country Mobile Home & RV Park,3511-A,17037,344,26,718,731,100,83
79466999,Auburn MHC,15,17037,344,32,718,686,100,38
72380213,La Comunidad MHC,71,16185,314,25,717,721,100,39
72724182,Parkview MHP,A2,16185,314,35,717,739,100,112
79466304,Shady Lane MHP,5027 Spruce Lane,17037,344,35,717,761,100,78
72392879,Virginia Beach,129,17037,344,29,717,697,100,85
65825088,The Oaks MHC,14,16131,296,45,716,675,100,168
77058222,Forest at Sherman MHC,3,16185,314,40,716,706,100,77
70268626,Ontario Place MHC,137,16185,314,25,716,711,100,84
72724240,Coleman Village MHC,181,16185,314,40,716,715,100,64
75368918,Tuttle Estates MHC,19,17037,344,47,716,701,100,176
70265705,Ibiza Village2,3,17037,344,47,715,720,100,163
70258643,La Comunidad MHC,115,16185,314,35,715,721,100,61
72385345,Virginia Beach,31,17037,344,29,715,743,100,69
79461560,Paola MHC,23,17037,344,38,714,769,100,43
72389057,Kay Bee Mobile Villa MHP,86,16131,296,30,714,715,100,37
72387291,La Comunidad MHC,54,16185,314,40,714,708,100,94
75372415,Coleman Village MHC,104,16185,314,25,714,691,100,50
72390204,Virginia Beach,242,17037,344,35,714,709,100,66
72392721,Ponderosa MHC,22,17037,344,41,713,719,100,85
72387739,La Comunidad MHC,113,16185,314,30,713,716,100,252
72384686,La Comunidad MHC,140,16185,314,25,713,688,100,85
72715479,Parker MHC,8,16185,314,35,713,735,100,62
70267883,Minot Gardens MHC,3,17037,344,26,713,690,100,31
72717640,Kay Bee Mobile Villa MHP,36,16131,296,40,712,744,100,147
72723994,Tuttle Estates MHC,3,17037,344,38,712,734,100,56
72379868,Virginia Beach,32,17037,344,44,712,713,100,86
72392770,Stafford MHC,101,16131,296,45,711,720,100,155
70268816,La Comunidad MHC,136,16185,314,35,711,670,100,68
75371094,CJ,121,16185,314,35,711,714,100,68
65830856,Alta Vista MHC,34,16185,314,40,710,685,100,97
79464093,Ontario Place MHC,98,16185,314,20,710,717,100,37
79463079,The O in La Marque,14,16185,314,30,710,727,100,45
75374205,Shelby's Trailer Park,LOT38,16131,296,35,710,696,100,81
72381401,Rustic Acres MHC,3,16185,314,30,710,717,100,80
75367159,Kay Lou MHC,2506-I,16131,296,35,710,709,100,79
72388604,Chickadee Lane MHC,805-CHICKADEELANE,16185,314,25,709,696,100,42
75368512,The O in La Marque,18,16185,314,40,709,666,100,97
72717608,Patrick 5YR,2,16193,320,35,709,695,100,458
75368603,Roosevelt MHC,79,16185,314,35,709,702,100,58
72715354,Bishop 10th St Association,727101,16185,314,35,709,710,100,55
72390311,Stafford MHC,275,16131,296,50,708,687,100,214
72384751,Rusk MHC,45,17037,344,29,708,736,100,49
72716758,Sunview MHP,28,17037,344,44,708,704,100,103
79466379,Shady Lane MHP,106 Shady Lane,17028,341,32,708,716,100,31
79459283,Ibiza Village,1,17028,343,38,708,680,100,117
77055087,Canada,F7TC,362,209,18,707,770,100,
70261456,Oak Tree GenII,25,16131,296,35,707,703,100,51
72723622,Sunview MHP,29B,17037,344,41,707,681,100,132
79465504,The O in La Marque,10,16185,314,35,707,743,100,63
77060228,Holly Tree MHP,3,16185,314,25,707,714,100,49
72390857,La Comunidad MHC,80A,16185,314,25,707,704,100,29
72719513,Kay Bee Mobile Villa MHP,19,16131,296,40,707,695,100,169
75370641,Heritage Apartments,C6,16131,296,40,707,750,100,92
70259666,Piney Park,24,16185,314,35,706,719,100,170
70265978,Parkview MHP,9,17037,344,38,706,714,100,93
75373629,Roosevelt MHC,145,16131,296,40,706,699,100,81
65824990,Holly Tree MHP,10,16185,314,20,705,727,100,62
72390758,Stafford MHC,538,17037,344,26,705,685,100,53
72390162,Stafford MHC,171,16185,314,35,705,678,100,71
