group,device,fwVer,sessions,completed,hung_est,days_with_records_of_7,rsrp_med
Noble Estates MHC-Cust,Device 75370583,,0,0,0,,
Noble Estates MHC-Cust,Device 72719737,,0,0,0,,
Noble Estates MHC-Cust,Device 72720032,17032,6,5,0,1,-116.0
Alta Vista MHC-CUST,Device 79460224,363,7,13,0,2,-100.0
Alta Vista MHC-CUST,Device 75365476,16131,7,6,0,7,-115.0
Alta Vista MHC-CUST,Device 79459671,,0,0,0,,
Alta Vista MHC-CUST,Device 79456529,,0,0,0,,
Alta Vista MHC-CUST,Device 79466189,,0,0,0,,
Alta Vista MHC-CUST,Device 75365682,17037,9,8,0,7,-106.0
Alta Vista MHC-CUST,Device 75366334,,0,0,0,,
Alta Vista MHC-CUST,Device 75369874,16131,7,6,0,7,-98.0
Alta Vista MHC-CUST,Device 75361814,16131,7,6,0,7,-109.0
Alta Vista MHC-CUST,Device 75374460,17037,7,6,0,0,-113.0
Alta Vista MHC-CUST,Device 72716261,16185,8,7,0,7,-90.0
Alta Vista MHC-CUST,Device 72715578,363,13,13,0,7,-106.0
Alta Vista MHC-CUST,Device 72714506,363,7,12,0,7,-94.0
Alta Vista MHC-CUST,Device 72382128,16185,5,6,0,0,-77.0
Alta Vista MHC-CUST,Device 70263098,17037,6,6,0,0,-105.0
Alta Vista MHC-CUST,Device 70264997,16185,7,6,0,7,-98.0
Alta Vista MHC-CUST,Device 70264765,16185,7,6,0,5,-110.0
Alta Vista MHC-CUST,Device 70264187,16131,7,6,0,7,-118.0
Alta Vista MHC-CUST,Device 70260177,363,7,13,0,0,-97.0
Alta Vista MHC-CUST,Device 70269749,,0,0,0,,
Alta Vista MHC-CUST,Device 70265200,16131,14,13,0,7,-108.0
Alta Vista MHC-CUST,Device 70270804,16185,7,6,0,3,-97.0
Alta Vista MHC-CUST,Device 70271356,16131,7,6,0,7,-96.0
Alta Vista MHC-CUST,Device 77061879,16185,7,6,0,7,-104.0
Alta Vista MHC-CUST,Device 77054668,363,11,13,0,7,-94.0
Alta Vista MHC-CUST,Device 77059873,16185,12,11,0,7,-105.0
Alta Vista MHC-CUST,Device 77055699,16131,7,6,0,7,-107.0
Alta Vista MHC-CUST,Device 77060061,363,10,13,0,7,-104.0
Alta Vista MHC-CUST,Device 77061531,16185,7,6,0,7,-106.0
Alta Vista MHC-CUST,Device 77054130,363,7,13,0,6,-98.0
Alta Vista MHC-CUST,Device 77056143,16131,7,6,0,7,-109.0
Alta Vista MHC-CUST,Device 77058305,363,10,13,0,7,-111.0
Alta Vista MHC-CUST,Device 77057729,16185,8,7,0,7,-106.0
Alta Vista MHC-CUST,Device 77061143,17040,7,6,0,0,-101.0
Alta Vista MHC-CUST,Device 77054437,16131,7,6,0,7,-105.0
Alta Vista MHC-CUST,Device 77061119,16185,7,6,0,7,-107.0
Alta Vista MHC-CUST,Device 65824628,363,7,13,0,1,-109.0
Alta Vista MHC-CUST,Device 65826144,,0,0,0,,
Alta Vista MHC-CUST,Device 65825716,363,12,13,0,7,-106.0
Alta Vista MHC-CUST,Device 65824784,16185,7,6,0,7,-114.0
Alta Vista MHC-CUST,Device 65823034,16185,7,6,0,7,-105.0
Alta Vista MHC-CUST,Device 65824735,16131,4,3,0,4,-106.0
Alta Vista MHC-CUST,Device 65824842,16185,7,6,0,7,-103.0
Alta Vista MHC-CUST,Device 65831581,17040,7,8,0,0,-116.0
Alta Vista MHC-CUST,Device 65831821,16185,7,6,0,7,-110.0
Alta Vista MHC-CUST,Device 65827795,16185,7,6,0,7,-109.0
Alta Vista MHC-CUST,Device 65830856,16185,7,6,0,7,-109.0
Alta Vista MHC-CUST,Device 65824909,363,11,13,0,7,-112.0
Alta Vista MHC-CUST,Device 65823927,16185,13,12,0,7,-98.0
Alta Vista MHC-CUST,Device 65832035,,0,0,0,,
Alta Vista MHC-CUST,Device 65823596,363,9,13,0,7,-111.0
Alta Vista MHC-CUST,Device 65831342,16131,7,6,0,7,-99.0
Alta Vista MHC-CUST,Device 65823356,16131,7,6,0,7,-99.0
Alta Vista MHC-CUST,Device 65823604,,0,0,0,,
Alta Vista MHC-CUST,Device 65823901,16185,7,6,0,7,-115.0
Alta Vista MHC-CUST,Device 65830971,363,10,14,0,5,-93.0
Alta Vista MHC-CUST,Device 65829239,16131,7,6,0,7,-112.0
Alta Vista MHC-CUST,Device 65830385,16131,8,7,0,6,-106.0
Midtown MHP,Device 72722335,15090,6,5,0,6,-107.0
Midtown MHP,Device 75370369,,0,0,0,,
Midtown MHP,Device 75374668,15090,7,6,0,5,-111.0
Midtown MHP,Device 75369932,15090,7,6,0,6,-115.0
Midtown MHP,Device 75372944,15090,7,6,0,7,-100.0
Midtown MHP,Device 75364966,15090,7,6,0,7,-113.0
Midtown MHP,Device 75363349,16131,6,5,0,5,-112.0
Midtown MHP,Device 75367779,15090,7,6,0,5,-110.0
Midtown MHP,Device 75361376,16185,7,6,0,7,-115.0
Oak Grove MHC,Device 72718630,362,9,13,0,6,-87.0
Oak Grove MHC,Device 72718788,16131,7,6,0,7,-87.0
Oak Grove MHC,Device 72716154,16131,7,6,0,7,-89.0
Oak Grove MHC,Device 72715305,362,13,13,0,7,-84.0
Oak Grove MHC,Device 72721600,362,9,13,0,7,-80.0
Oak Grove MHC,Device 72721097,362,12,13,0,7,-81.0
Oak Grove MHC,Device 72718275,362,13,13,0,7,-87.0
Oak Grove MHC,Device 72723325,362,12,12,0,7,-97.0
Oak Grove MHC,Device 72717657,362,10,13,0,7,-82.0
Oak Grove MHC,Device 72714563,16131,6,7,0,7,-83.0
Oak Grove MHC,Oak Grove 112,,0,0,0,,
Oak Grove MHC,Device 2049965143,10706,0,0,0,,
Oak Grove MHC,Device 2049820033,10671,0,0,0,,
Oak Grove MHC,Device 2068614781,10671,2,1,0,5,-71.0
Oak Grove MHC,Device 2049912558,10671,0,0,0,,
Oak Grove MHC,Device 2049936888,10671,0,0,0,,
Oak Grove MHC,Device 2049925881,10671,0,0,0,,
Oak Grove MHC,Device 2049913572,10671,0,0,0,,
Oak Grove MHC,Device 2049782456,10671,0,0,0,,
Oak Grove MHC,Device 2049923126,10671,0,0,0,,
Oak Grove MHC,Device 2049893410,10671,0,0,0,,
Oak Grove MHC,Device 2049916443,10671,0,0,0,,
Oak Grove MHC,Device 2049835114,10671,0,0,0,,
Oak Grove MHC,Device 2049820173,10671,0,0,0,,
Oak Grove MHC,Device 2049961811,10671,0,0,0,,
Oak Grove MHC,Device 2049915791,10671,2,1,0,5,-82.0
Oak Grove MHC,Device 2049947455,10671,0,0,0,,
Oak Grove MHC,Device 2049790707,10671,0,0,0,,
Oak Grove MHC,Device 2068586211,10671,0,0,0,,
Oak Grove MHC,Device 2068586120,10671,0,0,0,,
Oak Grove MHC,Device 2049956456,10671,0,0,0,,
Oak Grove MHC,Device 2068588357,10671,0,0,0,,
Oak Grove MHC,Device 2049899136,10671,0,0,0,,
Oak Grove MHC,Device 2049835189,10671,0,0,0,,
Selkirk MHC,Device 77055228,,0,0,0,,
Selkirk MHC,Device 77058743,,0,0,0,,
Selkirk MHC,Device 77061267,,0,0,0,,
Selkirk MHC,Device 77053850,,0,0,0,,
Forest at Sherman MHC-CUST,Device 75364438,16185,7,6,0,6,-76.0
Forest at Sherman MHC-CUST,Device 75372134,362,11,13,0,7,-105.0
Forest at Sherman MHC-CUST,Device 72720719,16131,7,6,0,1,-105.0
Forest at Sherman MHC-CUST,Device 72719158,362,15,14,0,7,-109.0
Forest at Sherman MHC-CUST,Device 70260284,16185,7,6,0,7,-116.0
Forest at Sherman MHC-CUST,Device 70271281,362,11,13,0,7,-101.0
Forest at Sherman MHC-CUST,Device 70260037,16185,7,6,0,5,-109.0
Forest at Sherman MHC-CUST,Device 70264773,362,12,13,0,7,-103.0
Forest at Sherman MHC-CUST,Device 70260524,16185,7,6,0,7,-110.0
Forest at Sherman MHC-CUST,Device 77057786,17040,6,6,0,7,-109.0
Forest at Sherman MHC-CUST,Device 77058222,16185,7,6,0,7,-100.0
Forest at Sherman MHC-CUST,Device 77056481,16185,6,6,0,7,-112.0
Forest at Sherman MHC-CUST,Device 65829205,16185,7,6,0,1,-97.0
Forest at Sherman MHC-CUST,Device 65824792,362,14,13,0,7,-112.0
Forest at Sherman MHC-CUST,Device 65827258,362,9,13,0,7,-107.0
Forest at Sherman MHC-CUST,Device 65829270,16185,7,6,0,7,-113.0
Forest at Sherman MHC-CUST,Device 65825633,16131,7,6,0,7,-109.0
Forest at Sherman MHC-CUST,Device 65824552,16185,7,6,0,0,-101.0
Forest at Sherman MHC-CUST,Device 65829494,362,12,13,0,3,-116.0
Forest at Sherman MHC-CUST,Device 65829403,,0,0,0,,
Forest at Sherman MHC-CUST,Device 65830088,17037,21,20,0,7,-109.0
Forest at Sherman MHC-CUST,Device 65825484,362,12,13,0,7,-107.0
Forest at Sherman MHC-CUST,Device 65822598,16185,7,6,0,7,-100.0
Forest at Sherman MHC-CUST,Device 65823109,,0,0,0,,
Forest at Sherman MHC-CUST,Device 65830500,16185,6,5,0,4,-119.0
Forest at Sherman MHC-CUST,Device 65826052,16185,7,6,0,7,-104.0
Forest at Sherman MHC-CUST,Device 65829155,362,13,13,0,7,-106.0
Forest at Sherman MHC-CUST,Device 65826185,16185,9,8,0,6,-101.0
Forest at Sherman MHC-CUST,Device 65827845,17037,27,27,0,4,-113.0
Forest at Sherman MHC-CUST,Device 65822879,16185,7,6,0,7,-91.0
Forest at Sherman MHC-CUST,Device 65822960,16185,7,6,0,6,-104.0
Forest at Sherman MHC-CUST,Device 65822101,17040,7,8,0,0,-108.0
Forest at Sherman MHC-CUST,Device 65822630,16185,8,7,0,7,-104.0
Forest at Sherman MHC-CUST,Device 65826276,16185,7,6,0,7,-112.0
Forest at Sherman MHC-CUST,Device 65824982,17037,8,6,1,4,-114.0
Forest at Sherman MHC-CUST,Device 65831391,362,10,13,0,7,-108.0
Forest at Sherman MHC-CUST,Device 65823943,,0,0,0,,
Forest at Sherman MHC-CUST,Device 68587979,16185,5,4,0,4,-121.0
Forest at Sherman MHC-CUST,Device 65823687,16185,16,19,0,7,-105.0
Forest at Sherman MHC-CUST,Device 65825195,362,15,15,0,7,-100.0
Forest at Sherman MHC-CUST,Device 65831383,17037,7,6,0,0,-100.0
Forest at Sherman MHC-CUST,Device 65826243,16185,7,6,0,7,-107.0
Forest at Sherman MHC-CUST,Device 65831375,362,9,13,0,7,-96.0
Forest at Sherman MHC-CUST,Device 65822622,16185,7,6,0,7,-103.0
Oak Tree MHP,Device 75360204,16130,8,7,0,7,-86.0
Oak Tree MHP,Device 75369676,16130,7,6,0,6,-87.0
Oak Tree MHP,Device 75370211,16130,7,6,0,7,-87.0
Oak Tree MHP,Device 75360535,17037,5,6,0,4,-88.0
Oak Tree MHP,Device 75370153,16131,5,5,0,7,-80.0
Oak Tree MHP,Device 75363299,16131,6,5,0,4,-94.0
Oak Tree MHP,Device 75367480,16131,3,3,0,4,-86.0
Oak Tree MHP,Device 70271794,16130,6,6,0,5,-93.0
Oak Tree MHP,Device 72721758,16130,5,5,0,7,-92.0
Oak Tree MHP,Device 72722749,17037,7,6,0,0,-82.0
Oak Tree MHP,Device 72716923,16193,7,6,0,6,-89.0
Oak Tree MHP,Device 72716220,16131,7,6,0,7,-82.0
Oak Tree MHP,Device 72720164,16130,6,5,0,6,-85.0
Oak Tree MHP,Device 72720610,16131,7,6,0,7,-97.0
Oak Tree MHP,Device 72717236,16131,7,6,0,7,-84.0
Oak Tree MHP,Device 70270408,16131,7,6,0,6,-88.0
Oak Tree MHP,Device 70261456,16131,7,6,0,7,-82.0
Oak Tree MHP,Device 2068584158,10671,0,0,0,,
Oak Tree MHP,Device 2068609419,10671,2,1,0,4,-76.0
Oak Tree MHP,Device 2068608056,,0,0,0,,
Oak Tree MHP,Device 2068609450,10706,0,0,0,,
Oak Tree MHP,Device 2068592912,10706,0,0,0,,
Oak Tree MHP,Device 2068588654,10706,0,0,0,,
Oak Tree MHP,Device 2068588456,10706,0,0,0,,
Oak Tree MHP,Device 2068586328,10671,0,0,0,,
Oak Tree MHP,Device 2068600772,10671,3,2,0,4,-78.0
Oak Tree MHP,Device 2068604907,10693,2,1,0,4,-91.0
Coleman Village MHC-CUST,Device 75370435,15154,7,6,0,7,-91.0
Coleman Village MHC-CUST,Device 75372415,16185,7,6,0,6,-85.0
Coleman Village MHC-CUST,Device 72723382,15154,7,6,0,7,-86.0
Coleman Village MHC-CUST,Device 75371011,15154,6,6,0,7,-72.0
Coleman Village MHC-CUST,Device 75360428,15154,7,6,0,7,-95.0
Coleman Village MHC-CUST,Device 75373454,16185,7,6,0,7,-76.0
Coleman Village MHC-CUST,Device 75373298,17037,7,6,0,0,-93.0
Coleman Village MHC-CUST,Device 72723762,17037,7,6,0,7,-81.0
Coleman Village MHC-CUST,Device 75374965,17037,7,6,0,7,-84.0
Coleman Village MHC-CUST,Device 72723788,17037,7,6,0,7,-89.0
Coleman Village MHC-CUST,Device 72724240,16185,6,5,0,6,-82.0
Coleman Village MHC-CUST,Device 75370690,16128,7,6,0,7,-87.0
Coleman Village MHC-CUST,Device 75371920,17040,7,7,0,0,-83.0
Coleman Village MHC-CUST,Device 75373744,15154,7,6,0,7,-95.0
Coleman Village MHC-CUST,Device 75371367,15154,7,6,0,7,-86.0
Coleman Village MHC-CUST,Device 72718937,16185,7,6,0,5,-84.0
Coleman Village MHC-CUST,Device 72722723,16185,8,6,1,6,-80.0
Coleman Village MHC-CUST,Device 72724380,15154,7,6,0,7,-74.0
Coleman Village MHC-CUST,Device 70266018,16185,7,6,0,7,-89.0
Coleman Village MHC-CUST,Device 70266240,16185,7,6,0,7,-81.0
Coleman Village MHC-CUST,Device 72387168,16185,8,7,0,7,-80.0
Coleman Village MHC-CUST,Device 72379132,15154,7,6,0,7,-96.0
Coleman Village MHC-CUST,Device 72382136,15154,7,6,0,2,-87.0
Coleman Village MHC-CUST,Device 72388059,15154,7,6,0,7,-85.0
Coleman Village MHC-CUST,Device 70273287,17040,7,6,0,7,-85.0
Coleman Village MHC-CUST,Device 70258924,16185,7,6,0,7,-87.0
Coleman Village MHC-CUST,Device 70260995,17037,7,6,0,7,-90.0
Coleman Village MHC-CUST,Device 70266331,16185,7,6,0,7,-86.0
Coleman Village MHC-CUST,Device 77059030,16185,7,6,0,7,-82.0
Coleman Village MHC-CUST,Device 70268543,15154,7,6,0,0,-93.0
Coleman Village MHC-CUST,Device 70272099,15154,7,6,0,7,-98.0
Coleman Village MHC-CUST,Device 70273386,15154,7,6,0,6,-83.0
Coleman Village MHC-CUST,Device 70267636,15154,7,6,0,7,-89.0
Coleman Village MHC-CUST,Device 70270622,16185,9,8,0,7,-84.0
Coleman Village MHC-CUST,Device 70271521,17037,7,6,0,7,-85.0
Coleman Village MHC-CUST,Device 70261704,15154,7,6,0,7,-90.0
Coleman Village MHC-CUST,Device 70266893,15154,7,6,0,7,-88.0
Coleman Village MHC-CUST,Device 70267073,15154,7,6,0,7,-101.0
Coleman Village MHC-CUST,Device 70266323,15154,7,6,0,7,-84.0
Coleman Village MHC-CUST,Device 70269855,15154,7,6,0,7,-96.0
Coleman Village MHC-CUST,Device 70261902,17040,8,7,0,1,-88.0
Coleman Village MHC-CUST,Device 70268550,16185,7,6,0,7,-81.0
Coleman Village MHC-CUST,Device 70259930,15154,7,6,0,7,-92.0
Coleman Village MHC-CUST,Device 70267594,16185,7,6,0,7,-65.0
Coleman Village MHC-CUST,Device 70263643,16185,7,6,0,7,-83.0
Coleman Village MHC-CUST,Device 70260235,16185,7,6,0,6,-87.0
Coleman Village MHC-CUST,Device 70259773,17037,7,6,0,7,-82.0
Coleman Village MHC-CUST,Device 70259567,16185,7,6,0,7,-84.0
Coleman Village MHC-CUST,Device 70270341,15154,6,6,0,7,-85.0
Coleman Village MHC-CUST,Device 70258411,16185,8,7,0,6,-72.0
Coleman Village MHC-CUST,Device 70270119,15154,7,6,0,7,-79.0
Coleman Village MHC-CUST,Device 70273154,15154,7,6,0,7,-88.0
Coleman Village MHC-CUST,Device 70273337,15154,7,6,0,7,-86.0
Coleman Village MHC-CUST,Device 70259039,17037,7,6,0,7,-84.0
Coleman Village MHC-CUST,Device 77059642,,0,0,0,,
Coleman Village MHC-CUST,Device 70273451,16185,7,6,0,7,-83.0
Coleman Village MHC-CUST,Device 70273360,16185,7,6,0,7,-84.0
Coleman Village MHC-CUST,Device 70270036,15154,7,6,0,7,-86.0
Coleman Village MHC-CUST,Device 70265259,15154,7,6,0,7,-88.0
Coleman Village MHC-CUST,Device 77059956,16185,8,7,0,7,-90.0
Coleman Village MHC-CUST,Device 70261332,15154,7,6,0,7,-87.0
Coleman Village MHC-CUST,Device 70260649,15154,7,6,0,7,-77.0
Coleman Village MHC-CUST,Device 70259922,15154,7,6,0,7,-91.0
Coleman Village MHC-CUST,Device 70265077,16185,7,6,0,7,-86.0
Coleman Village MHC-CUST,Device 70258395,15154,9,8,0,7,-96.0
Coleman Village MHC-CUST,Device 70261837,17037,7,6,0,0,-97.0
Coleman Village MHC-CUST,Device 70268428,15154,7,6,0,7,-90.0
Coleman Village MHC-CUST,Device 70266414,16185,8,7,0,7,-82.0
Coleman Village MHC-CUST,Device 70270572,15154,7,6,0,7,-88.0
Coleman Village MHC-CUST,Device 70260607,15154,7,6,0,7,-93.0
Coleman Village MHC-CUST,Device 70263833,17037,7,6,0,0,-98.0
Coleman Village MHC-CUST,Device 70267362,15154,7,6,0,6,-85.0
Coleman Village MHC-CUST,Device 70271539,16185,7,6,0,7,-87.0
Coleman Village MHC-CUST,Device 70267370,15154,7,6,0,7,-90.0
Coleman Village MHC-CUST,Device 70268576,16185,7,6,0,7,-78.0
Coleman Village MHC-CUST,Device 70271489,16185,7,6,0,7,-98.0
Coleman Village MHC-CUST,Device 77053454,16185,7,6,0,7,-87.0
Coleman Village MHC-CUST,Device 77028860,15154,7,6,0,7,-84.0
Coleman Village MHC-CUST,Device 77028456,15154,7,6,0,7,-84.0
Coleman Village MHC-CUST,Device 65830492,,0,0,0,,
Coleman Village MHC-CUST,Device 65831870,15154,7,6,0,7,-86.0
Coleman Village MHC-CUST,Device 68584505,16185,7,6,0,7,-90.0
Coleman Village MHC-CUST,Device 65824461,16185,7,6,0,0,-93.0
Coleman Village MHC-CUST,Device 65822655,16185,7,6,0,4,-86.0
Minot Gardens MHC-Cust,Device 65825823,,0,0,0,,
Minot Gardens MHC-Cust,Device 72386483,17037,2,1,0,7,-103.0
Minot Gardens MHC-Cust,Device 72383803,17037,2,1,0,0,-111.0
Minot Gardens MHC-Cust,Device 70261753,,0,0,0,,
Minot Gardens MHC-Cust,Device 70270853,,0,0,0,,
Minot Gardens MHC-Cust,Device 70260821,,0,0,0,,
Minot Gardens MHC-Cust,Device 70268220,16131,6,6,0,0,-121.0
Minot Gardens MHC-Cust,Device 70260771,,0,0,0,,
Minot Gardens MHC-Cust,Device 70259450,,0,0,0,,
Minot Gardens MHC-Cust,Device 70264963,16185,2,0,1,0,-122.0
Minot Gardens MHC-Cust,Device 70267883,17037,2,1,0,7,-117.0
Minot Gardens MHC-Cust,Device 70271497,17037,3,2,0,0,-119.0
Minot Gardens MHC-Cust,Device 70271109,,0,0,0,,
Minot Gardens MHC-Cust,Device 77056820,17037,2,1,0,0,-112.0
Minot Gardens MHC-Cust,Device 70268469,,0,0,0,,
Minot Gardens MHC-Cust,Device 77054445,16131,5,6,0,0,-124.0
Minot Gardens MHC-Cust,Device 65825427,,0,0,0,,
Minot Gardens MHC-Cust,Device 77053215,,0,0,0,,
Minot Gardens MHC-Cust,Device 77053553,,0,0,0,,
Minot Gardens MHC-Cust,Device 77055657,,0,0,0,,
Minot Gardens MHC-Cust,Device 77057430,17037,2,1,0,3,-109.0
Minot Gardens MHC-Cust,Device 77041699,,0,0,0,,
Minot Gardens MHC-Cust,Device 65828587,,0,0,0,,
Minot Gardens MHC-Cust,Device 65825674,,0,0,0,,
Minot Gardens MHC-Cust,Device 65827266,16131,7,6,0,0,-121.0
Minot Gardens MHC-Cust,Device 65830948,,0,0,0,,
Minot Gardens MHC-Cust,Device 65825336,,0,0,0,,
Minot Gardens MHC-Cust,Device 65827175,16131,7,6,0,2,-116.0
Minot Gardens MHC-Cust,Device 65826136,,0,0,0,,
Minot Gardens MHC-Cust,Device 65829882,,0,0,0,,
Minot Gardens MHC-Cust,Device 65827324,,0,0,0,,
Minot Gardens MHC-Cust,Device 65828397,17037,5,3,1,0,-113.0
Minot Gardens MHC-Cust,Device 65822796,,0,0,0,,
Minot Gardens MHC-Cust,Device 65824867,17037,1,0,0,0,-119.0
Minot Gardens MHC-Cust,Device 65829262,,0,0,0,,
Minot Gardens MHC-Cust,Device 65828033,17037,25,23,1,0,-115.0
Minot Gardens MHC-Cust,Device 68584513,,0,0,0,,
Minot Gardens MHC-Cust,Device 65831664,,0,0,0,,
Minot Gardens MHC-Cust,Device 65830989,,0,0,0,,
Wildwood Estates MHC-CUST,Device 75373264,17037,6,6,0,7,-99.0
Wildwood Estates MHC-CUST,Device 75363497,17040,4,8,0,0,-107.0
Wildwood Estates MHC-CUST,Device 75363687,362,9,13,0,7,-115.0
Wildwood Estates MHC-CUST,Device 75372829,16131,7,6,0,7,-96.0
Wildwood Estates MHC-CUST,Device 70272016,16185,2,4,0,1,-111.0
Wildwood Estates MHC-CUST,Device 72718564,16185,6,6,0,6,-106.0
Wildwood Estates MHC-CUST,Device 72719323,16185,4,5,0,3,-109.0
Wildwood Estates MHC-CUST,Device 72714233,362,11,12,0,5,-118.0
Wildwood Estates MHC-CUST,Device 72720339,16185,10,7,2,6,-108.0
Wildwood Estates MHC-CUST,Device 72720073,16185,7,6,0,6,-103.0
Wildwood Estates MHC-CUST,Device 72718325,16185,6,6,0,1,-106.0
Wildwood Estates MHC-CUST,Device 70265986,16131,5,5,0,5,-129.0
Wildwood Estates MHC-CUST,Device 72713961,,0,0,0,,
Wildwood Estates MHC-CUST,Device 72715891,362,10,13,0,7,-109.0
Wildwood Estates MHC-CUST,Device 72718762,362,2,1,0,1,-118.0
Wildwood Estates MHC-CUST,Device 72721725,16185,6,6,0,7,-120.0
Wildwood Estates MHC-CUST,Device 72718739,16185,7,6,0,7,-107.0
Wildwood Estates MHC-CUST,Device 72722954,17037,18,17,0,7,-110.0
Wildwood Estates MHC-CUST,Device 72718804,362,7,13,0,3,-98.0
Wildwood Estates MHC-CUST,Device 70268212,17037,6,5,0,6,-114.0
Wildwood Estates MHC-CUST,Device 70271216,17037,5,6,0,7,-104.0
Wildwood Estates MHC-CUST,Device 72723390,16185,7,6,0,6,-106.0
Wildwood Estates MHC-CUST,Device 72714217,,0,0,0,,
Wildwood Estates MHC-CUST,Device 72717947,17037,4,6,0,3,-105.0
Wildwood Estates MHC-CUST,Device 72717780,16185,7,6,0,0,-95.0
Wildwood Estates MHC-CUST,Device 72720479,16185,7,6,0,7,-107.0
Wildwood Estates MHC-CUST,Device 70262926,,0,0,0,,
Wildwood Estates MHC-CUST,Device 72717467,16185,5,6,0,3,-105.0
Wildwood Estates MHC-CUST,Device 72722178,362,9,14,0,6,-113.0
Wildwood Estates MHC-CUST,Device 72714951,16185,4,6,0,4,-101.0
Wildwood Estates MHC-CUST,Device 72721931,16185,5,6,0,0,-95.0
Wildwood Estates MHC-CUST,Device 72719778,16185,7,6,0,5,-106.0
Wildwood Estates MHC-CUST,Device 72716568,362,7,11,0,6,-99.0
Wildwood Estates MHC-CUST,Device 72717087,16185,7,6,0,6,-118.0
Wildwood Estates MHC-CUST,Device 72718911,16185,7,6,0,7,-105.0
Wildwood Estates MHC-CUST,Device 72718903,16185,7,6,0,0,-105.0
Wildwood Estates MHC-CUST,Device 72715669,16185,9,8,0,6,-103.0
Wildwood Estates MHC-CUST,Device 70272503,16185,7,8,0,7,-103.0
Wildwood Estates MHC-CUST,Device 72719810,16185,6,6,0,7,-107.0
Wildwood Estates MHC-CUST,Device 72718101,17037,7,6,0,7,-105.0
Wildwood Estates MHC-CUST,Device 72720172,362,12,13,0,7,-110.0
Wildwood Estates MHC-CUST,Device 70271687,16185,5,6,0,7,-102.0
Wildwood Estates MHC-CUST,Device 72724372,16185,7,6,0,7,-108.0
Wildwood Estates MHC-CUST,Device 72722632,362,8,10,0,5,-105.0
Wildwood Estates MHC-CUST,Device 72724489,16185,7,6,0,3,-112.0
Wildwood Estates MHC-CUST,Device 72717293,16185,7,6,0,7,-111.0
Wildwood Estates MHC-CUST,Device 72717723,16185,7,6,0,7,-103.0
Wildwood Estates MHC-CUST,Device 72716071,362,9,9,0,4,-116.0
Wildwood Estates MHC-CUST,Device 70261795,,0,0,0,,
Maple Run MHC,,,0,0,0,,
Maple Run MHC,,,0,0,0,,
Maple Run MHC,,16022,8,7,0,7,-115.0
Pleasant View MHP,Device 72390428,,0,0,0,,
Mena Estates MHC,Device 72385618,16185,7,6,0,0,-96.0
Mena Estates MHC,Device 72390634,17037,31,30,0,7,-95.0
Mena Estates MHC,Device 77059790,16185,7,6,0,7,-79.0
Mena Estates MHC,Device 70264674,16185,7,6,0,7,-85.0
Mena Estates MHC,Device 70268089,17037,7,6,0,7,-87.0
Mena Estates MHC,Device 70261522,17037,7,6,0,6,-97.0
Mena Estates MHC,Device 70271208,17037,10,9,0,7,-90.0
Mena Estates MHC,Device 70269822,16185,7,6,0,7,-80.0
Mena Estates MHC,Device 70261258,16185,7,6,0,7,-99.0
Mena Estates MHC,Device 70268170,16185,7,6,0,0,-84.0
Mena Estates MHC,Device 70264708,16185,7,6,0,0,-106.0
Mena Estates MHC,Device 70270325,16185,7,6,0,7,-84.0
Mena Estates MHC,Device 70269848,16185,8,7,0,7,-80.0
Mena Estates MHC,Device 77055681,16185,10,9,0,7,-91.0
Mena Estates MHC,Device 77057125,16185,7,6,0,0,-95.0
Mena Estates MHC,Device 65823091,,0,0,0,,
Mena Estates MHC,Device 77055269,16185,9,8,0,6,-91.0
Mena Estates MHC,Device 77057653,16185,7,6,0,3,-83.0
Mena Estates MHC,Device 77055053,16185,7,6,0,7,-75.0
Mena Estates MHC,Device 77055079,16185,7,6,0,7,-92.0
Mena Estates MHC,Device 77053801,17037,7,6,0,4,-92.0
Mena Estates MHC,Device 77062158,16185,7,6,0,6,-79.0
Mena Estates MHC,Device 77055210,16185,7,6,0,0,-104.0
Mena Estates MHC,Device 77054221,16185,7,6,0,7,-65.0
Mena Estates MHC,Device 77061671,16185,7,6,0,0,-93.0
Mena Estates MHC,Device 77041855,16185,7,6,0,7,-110.0
Mena Estates MHC,Device 77041319,16185,7,6,0,0,-95.0
Mena Estates MHC,Device 65824339,16185,7,6,0,0,-97.0
Mena Estates MHC,Device 77061101,16185,10,9,0,7,-94.0
Mena Estates MHC,Device 77054858,16185,7,6,0,7,-85.0
Mena Estates MHC,Device 77052001,16185,7,6,0,7,-86.0
Mena Estates MHC,Device 77053413,17037,8,7,0,7,-88.0
Mena Estates MHC,Device 77057760,16185,8,7,0,7,-90.0
Mena Estates MHC,Device 77058594,17037,7,6,0,7,-96.0
Mena Estates MHC,Device 65829874,17037,7,6,0,7,-73.0
Mena Estates MHC,Device 65827878,16185,7,6,0,7,-86.0
Mena Estates MHC,Device 77054395,16185,7,6,0,7,-85.0
Mena Estates MHC,Device 77058248,17037,7,6,0,0,-94.0
Mena Estates MHC,Device 77058123,17037,7,6,0,7,-82.0
Mena Estates MHC,Device 77055491,16185,7,6,0,7,-73.0
Mena Estates MHC,Device 65825708,16185,17,16,0,7,-89.0
Mena Estates MHC,Device 65831433,16185,7,6,0,7,-86.0
Mena Estates MHC,Device 65830724,16185,7,6,0,7,-74.0
Mena Estates MHC,Device 65826177,17037,7,6,0,7,-85.0
